,KMC,HC,RMF,KNN1,KNN3,KNN5,C,data_split,type
0,0.9484692250831263,0.9252757811294396,0.9584786222392101,0.9428419996170427,0.955014634479593,0.9676710277670495,12,50,recall
0,0.9493380802520269,0.938392135713283,0.9590562813734076,0.9372856564213021,0.9478942020687761,0.9517663387785873,8,50,F1
0,0.950138277962005,0.9391284103247527,0.9584776049010972,0.9366393139484173,0.9469615329268073,0.9513085858255723,8,50,precision
0,0.9504808174128285,0.9378547468791372,0.9602226560404843,0.940264983891487,0.9500677013952469,0.9533784379222144,8,50,recall
0,0.8135994242088804,0.8269314827224777,0.8242945634265183,0.8100298480852347,0.8076776182114423,0.8311037912789422,4,50,F1
0,0.8260832435883229,0.8512749269079546,0.8212885982958975,0.8089690262934581,0.8069435769247729,0.8309163832872534,4,50,precision
0,0.8217203314866562,0.830183312622337,0.8292300640274984,0.8114200782940912,0.8097071221478916,0.8350506401590863,4,50,recall
0,0.5194867626862528,0.5994289795103127,0.5507091126281505,0.47558278830564316,0.4846807337111999,0.5161653308008884,2,50,F1
0,0.5448100767968238,0.6233107721542039,0.5496671370519889,0.4753267256811039,0.48924300209371807,0.5199360827005671,2,50,precision
0,0.5387451196705292,0.6033680140997213,0.5574343880617095,0.4782086658449732,0.49171497695400956,0.5307252598402948,2,50,recall
0,0.5324868268210344,0.6252528190763486,0.8984755164559542,0.8516800526890858,0.8675895513461981,0.8616713891360479,50,20,F1
0,0.7969030840618929,0.8588571428571429,0.9118666621118259,0.8668643895805733,0.8954884271498464,0.892223773181448,50,20,precision
0,0.5295426180071916,0.5973191386194483,0.8940736457304863,0.8483470749424733,0.8609557027641885,0.8549581987944018,50,20,recall
0,0.7197046362024742,0.8412805537212318,0.9150240389953737,0.896495798523725,0.8913384741488442,0.8954294370133864,25,20,F1
0,0.8336509633856777,0.8754196482030661,0.9168329200855736,0.8982291143421447,0.8983262613397717,0.9055508958487606,25,20,precision
0,0.7089571082987833,0.828091930940228,0.9148078480323241,0.8965472520751305,0.8898371100162029,0.8946816042244807,25,20,recall
0,0.7976560145004344,0.8387138675087037,0.8940456552119759,0.9036914680378547,0.9176362251383903,0.9183625381113204,12,20,F1
0,0.8129107659916611,0.8484619891500319,0.9048458940935001,0.9046436631829957,0.9225858773366424,0.9221908191333703,12,20,precision
0,0.7988301279551445,0.8430149177517597,0.890373565287161,0.903076888749883,0.9154266912741219,0.9166868144453095,12,20,recall
0,0.8390870345933197,0.8180740217362829,0.8795875516364381,0.84242977725276,0.8796535501844286,0.8915357808092381,8,20,F1
0,0.8388224117415131,0.8271552331373332,0.8868167400718552,0.8456040470684837,0.8840862080069979,0.897810541448678,8,20,precision
0,0.8422453280317714,0.8135650058250677,0.8771188487523552,0.8408892815322547,0.8770508765440566,0.8884310686122621,8,20,recall
0,0.6951142628133274,0.7481551371358908,0.6080893393671476,0.6310100814051129,0.676205330587429,0.7056994967241401,4,20,F1
0,0.7189047179843564,0.7656113553124093,0.6849073080418387,0.6263212036112834,0.68068473223724,0.7143184623069371,4,20,precision
0,0.6932542271630581,0.7471322429836362,0.6575906103263666,0.6395900733015888,0.6824212317625216,0.709004873072036,4,20,recall
0,0.4444427883461479,0.5352454785232319,0.47713861750397635,0.47256215087762976,0.46367292358822726,0.4817319208868927,2,20,F1
0,0.4399948734699312,0.5558751824026814,0.4986848375315464,0.4651347403436114,0.46303743813654547,0.48262856216728495,2,20,precision
0,0.4585192707394021,0.5328193542435029,0.5172709553231305,0.4835596622020157,0.4703464080613859,0.4914977907891217,2,20,recall
0,0.2660457247853337,0.5048017711972657,0.7691850008599803,0.7508349659346782,0.7752460099037537,0.7504551367227227,50,10,F1
0,0.837709868959869,0.843881118881119,0.8341165375331853,0.8085997006891468,0.8499820764701752,0.8455421245421245,50,10,precision
0,0.3094612720374762,0.5074831809556667,0.7741613046295837,0.7467754941812019,0.7746825182662926,0.7595377962665428,50,10,recall
0,0.6862194535123736,0.5380237134909964,0.8368732762106292,0.8664579157724651,0.8795296695801401,0.8812353589847414,25,10,F1
0,0.8512749163496374,0.7818668466036887,0.8639295368839814,0.8744684836102165,0.8944759881372519,0.8953458361511825,25,10,precision
0,0.6631568388066679,0.5420647026187823,0.8309029720716599,0.8667808604383268,0.8790791187404707,0.8814177124989747,25,10,recall
0,0.6444698674932915,0.7937553455153487,0.8628853672067548,0.8386695690013888,0.839154433802932,0.8582933012264627,12,10,F1
0,0.8719690846635684,0.8693385046326224,0.8820102745989473,0.852829757787956,0.8802483800304903,0.8896095115465394,12,10,precision
0,0.6067290995257097,0.7749755372070363,0.8610687508155184,0.8334775704558648,0.829114032986211,0.8514198088744213,12,10,recall
0,0.5525707547069607,0.7609511283057093,0.8357042180505447,0.8248832133256381,0.8218006592423126,0.8147138224727953,8,10,F1
0,0.7482420250351364,0.8076252261243839,0.8507820624716522,0.8241910890295548,0.8419560358656524,0.8432737305652594,8,10,precision
0,0.6108298293415866,0.7597313428660678,0.8377317372711625,0.827549083305431,0.8217833707868545,0.8146794785720892,8,10,recall
0,0.6408310042582295,0.7199847771276342,0.6598416478141724,0.6791408469713047,0.7085177167553504,0.7037613707085753,4,10,F1
0,0.7627964877469037,0.7954137392661982,0.7627985922477981,0.7282570111299026,0.7893880758026446,0.786900628343964,4,10,precision
0,0.6481390342832696,0.7065262833991486,0.6570642366498869,0.6770271134074979,0.7020104553969364,0.7011138729518176,4,10,recall
0,0.3088844692146047,0.43463881876071875,0.3276916395944217,0.3075724186305304,0.31701903672305864,0.33415243285670637,2,10,F1
0,0.32112067864104166,0.5027208527208528,0.34443313323401153,0.30151492892837145,0.34406873011034966,0.3529097422118941,2,10,precision
0,0.3219288428757846,0.44406967257062135,0.35807390171294506,0.32304973094984485,0.33146702266418215,0.3418582455930885,2,10,recall
